gdb_idx,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_9,property_10,property_11
3504,-0.2405255287885666,-0.14121322333812714,0.06101603806018829,0.019558385014533997,-0.3781324625015259,0.01955363154411316,-0.7822936773300171,0.01955367624759674,0.01955360174179077,-0.16930291056632996,2.185030460357666,-0.2151307910680771
4539,-0.48419708013534546,0.5446431636810303,-0.2637122571468353,-2.0292246341705322,0.09947638213634491,-2.029202461242676,1.5183484554290771,-2.0292086601257324,-2.0292022228240967,-0.28830304741859436,0.69227534532547,2.0730462074279785
4805,-0.4236513376235962,0.2105259746313095,-1.5488736629486084,-2.0013816356658936,1.598737120628357,-2.0013930797576904,3.646531820297241,-2.0013909339904785,-2.0013928413391113,-1.0056084394454956,-0.7140609622001648,1.497731328010559
5226,0.28676140308380127,0.9071239829063416,-0.3508492112159729,-2.2020912170410156,0.9129890203475952,-2.2020785808563232,2.155876874923706,-2.2020840644836426,-2.2020785808563232,0.10985484719276428,-0.8486146926879883,2.0703442096710205
5800,1.320298433303833,1.2768653631210327,-1.5486385822296143,0.18520209193229675,1.7911938428878784,0.18522827327251434,0.90050208568573,0.1852172315120697,0.18522825837135315,-0.8701810240745544,-0.4004985988140106,0.49515244364738464
10640,1.1488542556762695,1.5618889331817627,-0.24942870438098907,-1.8909587860107422,0.36135005950927734,-1.8909419775009155,2.4303057193756104,-1.8909516334533691,-1.8909419775009155,-0.10477542877197266,-1.0893769264221191,1.4835481643676758
10925,-0.14457963407039642,0.6208896040916443,-0.33446598052978516,-2.5262303352355957,-0.4456145763397217,-2.5262086391448975,1.1350462436676025,-2.526215076446533,-2.5262086391448975,-0.7192110419273376,-0.5672013759613037,2.3544557094573975
12258,1.1253455877304077,0.5296270251274109,-0.4947437047958374,0.036464422941207886,0.5802242159843445,0.036462411284446716,1.9471131563186646,0.03646206855773926,0.0364624559879303,-0.28412821888923645,-0.522407054901123,1.140962839126587
12620,-0.9456462264060974,-0.28169968724250793,-1.1925530433654785,-2.0728604793548584,1.2544962167739868,-2.0728759765625,2.1964802742004395,-2.0728707313537598,-2.0728759765625,-0.7595283389091492,-0.37772777676582336,0.7767060399055481
13624,-0.950314462184906,0.39901620149612427,-1.0906871557235718,-2.401764392852783,1.0641558170318604,-2.4017646312713623,1.5046601295471191,-2.401766777038574,-2.4017646312713623,-0.753689706325531,-0.8220537304878235,0.7514650821685791
15534,0.9507703185081482,1.0641896724700928,0.9535734057426453,-0.34505826234817505,-0.4498422145843506,-0.34504157304763794,0.620316743850708,-0.3450496792793274,-0.3450416028499603,0.931659460067749,1.1827096939086914,1.1939104795455933
15696,0.5924907326698303,0.5704408884048462,0.05451783537864685,0.18961982429027557,-0.814460039138794,0.18963876366615295,1.1249487400054932,0.1896313726902008,0.18963874876499176,-0.45641109347343445,0.015719857066869736,1.5642484426498413
15889,1.180256962776184,2.007671356201172,-1.370063066482544,-0.29388606548309326,1.1171423196792603,-0.29382848739624023,0.17286552488803864,-0.2938511371612549,-0.29382845759391785,-1.0593712329864502,-0.02466670051217079,1.199270486831665
18033,0.657333493232727,1.0813825130462646,-0.4078301191329956,-1.9354276657104492,0.7926876544952393,-1.9354218244552612,2.5433695316314697,-1.935426950454712,-1.9354218244552612,-0.03776871785521507,-1.0389362573623657,1.3848832845687866
36083,-0.40672558546066284,0.22941170632839203,-1.0882056951522827,-2.313239812850952,0.7087916135787964,-2.313236951828003,2.6064956188201904,-2.313236713409424,-2.313236951828003,-0.9690176248550415,-0.5653095841407776,2.23515248298645
37513,-0.9000564217567444,0.5664388537406921,-0.17208731174468994,-2.292172431945801,-0.5419107675552368,-2.2921619415283203,1.2905211448669434,-2.2921664714813232,-2.292161703109741,-0.5747578144073486,-0.6060283780097961,1.1843395233154297
39438,1.032007098197937,2.11515474319458,-1.5488461256027222,-0.12491104006767273,1.5144051313400269,-0.12485943734645844,0.33818960189819336,-0.12488232553005219,-0.12485960125923157,-1.0538897514343262,0.07610657811164856,0.9193138480186462
43778,0.17500682175159454,0.6945755481719971,-0.46193456649780273,-0.29893261194229126,-0.08926309645175934,-0.2989227771759033,0.7590234279632568,-0.29892826080322266,-0.29892274737358093,-0.6608473658561707,0.6525805592536926,0.6744750142097473
44715,1.254225492477417,0.9835177659988403,1.3574767112731934,0.3532634377479553,-1.643680453300476,0.3532731533050537,1.078857421875,0.35326626896858215,0.3532731533050537,0.7022061944007874,0.8727816939353943,0.32105064392089844
48626,-0.5550333857536316,-0.29815396666526794,-0.7222960591316223,0.5075727701187134,0.3376290202140808,0.5075620412826538,2.0433666706085205,0.5075647830963135,0.5075620412826538,-0.7347872853279114,-1.0018181800842285,0.5238969922065735
49240,1.9441825151443481,2.8189685344696045,-1.480364441871643,-0.34358054399490356,1.7629145383834839,-0.34351181983947754,1.5250518321990967,-0.343539834022522,-0.34351179003715515,-0.8035509586334229,-0.15970441699028015,2.05671763420105
50456,1.0843158960342407,1.112525463104248,-0.5340200662612915,0.43360191583633423,0.5244793891906738,0.4336158335208893,2.2275054454803467,0.43360787630081177,0.4336157441139221,-0.36828407645225525,-0.9567952156066895,0.7379446029663086
50926,-0.4336508512496948,0.8153722882270813,-0.1770540028810501,-2.1336069107055664,0.101832315325737,-2.1335842609405518,1.7952802181243896,-2.133592128753662,-2.1335842609405518,-0.17546004056930542,-0.8225560784339905,2.0342466831207275
50946,-0.7238684296607971,0.2588367462158203,-0.4255010485649109,-2.3952102661132812,-0.6846706867218018,-2.3952033519744873,0.9288696050643921,-2.395205497741699,-2.3952033519744873,-0.9923897981643677,-0.033933911472558975,1.3772974014282227
51124,-1.3002307415008545,-0.7096755504608154,-0.8897828459739685,-2.210664749145508,0.3700687289237976,-2.210675001144409,1.4174333810806274,-2.210667848587036,-2.2106754779815674,-0.9197711944580078,-0.30408424139022827,1.5743839740753174
51841,0.6112872362136841,1.8634388446807861,0.8867824673652649,-0.5128688812255859,-1.3308320045471191,-0.5128293633460999,0.5424355864524841,-0.5128478407859802,-0.5128293037414551,0.2920425832271576,1.146357536315918,1.3355590105056763
52530,-1.0658955574035645,1.0284713506698608,-1.2081420421600342,-4.595479488372803,0.7074098587036133,-4.595454692840576,3.6161062717437744,-4.595461368560791,-4.595454216003418,-1.1361862421035767,0.6673979163169861,4.7940144538879395
53369,1.2935432195663452,1.6054424047470093,-1.492043375968933,-0.2948338985443115,1.561322569847107,-0.29480016231536865,1.0348482131958008,-0.29481422901153564,-0.2948000729084015,-0.9474325180053711,0.9325833320617676,1.1155303716659546
53958,1.242261290550232,1.4139922857284546,1.028198003768921,-0.12666106224060059,-1.2109826803207397,-0.126639261841774,1.2323925495147705,-0.12665040791034698,-0.1266392469406128,0.5496147871017456,0.9685445427894592,1.125169038772583
54671,-0.6099234819412231,-0.23560138046741486,-0.17472632229328156,-2.310748338699341,0.030020609498023987,-2.310757875442505,0.6414947509765625,-2.3107540607452393,-2.310757875442505,-0.21858903765678406,-0.7119564414024353,0.8542361855506897
55339,0.673151969909668,0.7812489867210388,-0.4312167167663574,-1.896359920501709,0.8286611437797546,-1.8963602781295776,2.404686450958252,-1.8963623046875,-1.8963602781295776,-0.04498865827918053,-0.9578996300697327,1.1925477981567383
55929,-0.6470611095428467,0.856978178024292,-1.0763667821884155,-2.6546263694763184,0.9166863560676575,-2.654616594314575,1.9750158786773682,-2.6546225547790527,-2.654616594314575,-0.8232164978981018,0.9684318900108337,1.3769093751907349
56498,-1.342789888381958,-0.4081343412399292,-1.0789663791656494,-2.293867349624634,0.09141655266284943,-2.2938730716705322,1.1370733976364136,-2.2938692569732666,-2.293872833251953,-1.3459407091140747,0.6106405258178711,1.1213542222976685
57427,-0.0815800279378891,0.5794172286987305,-0.37539243698120117,-2.197007656097412,0.5697861313819885,-2.1970014572143555,1.7256654500961304,-2.1970040798187256,-2.1970014572143555,-0.13618996739387512,-0.6583871841430664,1.6325843334197998
58019,0.3726878762245178,1.2276220321655273,-1.0448607206344604,0.0660480260848999,-0.23052991926670074,0.06606774032115936,2.2275547981262207,0.06605672836303711,0.066067636013031,-1.5045374631881714,0.8176485300064087,1.0156511068344116
58317,-0.7562330365180969,0.1028023213148117,-1.505305290222168,-2.3117051124572754,0.1151498407125473,-2.3117032051086426,2.2250099182128906,-2.3117032051086426,-2.3117034435272217,-1.8785024881362915,0.6592074036598206,1.7683407068252563
58575,-0.7963537573814392,-0.29462581872940063,-1.0146228075027466,-1.9894967079162598,0.5699448585510254,-1.989512324333191,2.3785295486450195,-1.9895069599151611,-1.98951256275177,-0.9609053134918213,-0.2870025932788849,1.0798074007034302
59449,0.9612140655517578,1.7585406303405762,-0.42462295293807983,0.0003864467144012451,0.41538751125335693,0.0004204660654067993,2.103959798812866,0.0004049837589263916,0.0004204064607620239,-0.2950725853443146,-0.41105398535728455,1.7092546224594116
60136,-0.9467619061470032,0.7490366697311401,-0.17920777201652527,-0.11676478385925293,-1.0700331926345825,-0.11673785746097565,1.1320022344589233,-0.11674930155277252,-0.11673775315284729,-0.9179956912994385,2.6282427310943604,1.6826642751693726
60528,2.3408114910125732,2.2390365600585938,1.2630352973937988,-0.2555963695049286,-0.4297618865966797,-0.2555388808250427,1.7977529764175415,-0.25556039810180664,-0.25553882122039795,1.3420459032058716,-0.4794081151485443,2.684091329574585
60774,1.57925283908844,0.48752856254577637,1.62077796459198,0.02482558786869049,-0.5739625692367554,0.02481408417224884,0.4906502366065979,0.024814993143081665,0.02481415867805481,1.7126625776290894,-0.536382794380188,-0.2339477688074112
61940,0.5336528420448303,1.2162705659866333,-0.2911537289619446,-0.48464441299438477,-0.29514527320861816,-0.4846233129501343,0.4322308599948883,-0.48463380336761475,-0.4846232831478119,-0.5684385299682617,0.39256277680397034,0.6926204562187195
63397,-1.761985182762146,0.11821137368679047,-1.2715145349502563,-2.4607253074645996,-0.36532390117645264,-2.4607226848602295,1.5527597665786743,-2.460724353790283,-2.4607226848602295,-1.8778678178787231,0.30008748173713684,0.9036710262298584
63941,-0.6755794286727905,0.5192223787307739,-1.4292728900909424,-2.170435667037964,1.813374400138855,-2.170438289642334,1.9404619932174683,-2.170440912246704,-2.170438051223755,-0.7153218388557434,-0.5011176466941833,0.5892947316169739
64918,-0.47179901599884033,0.551374077796936,-0.2985183596611023,-2.0522608757019043,0.054254814982414246,-2.0522375106811523,1.6240730285644531,-2.052243709564209,-2.0522375106811523,-0.36179089546203613,0.6536707878112793,2.27298903465271
65070,1.4175434112548828,1.402950406074524,-2.0225062370300293,0.21746084094047546,2.3685202598571777,0.21748404204845428,2.527501344680786,0.21747376024723053,0.2174839824438095,-1.1211577653884888,-0.6846013069152832,1.2716888189315796
66041,-0.7420448064804077,0.7423297762870789,-0.4479590058326721,-2.2498068809509277,0.003698095679283142,-2.2497684955596924,1.9638372659683228,-2.2497787475585938,-2.2497684955596924,-0.5826680660247803,-0.6202928423881531,3.4005987644195557
66460,1.7952990531921387,2.1915059089660645,-1.4473366737365723,0.16894924640655518,1.5660400390625,0.16900978982448578,1.058253288269043,0.16898654401302338,0.16900986433029175,-0.8783190250396729,-0.3613387644290924,1.384311318397522
69910,0.7506090998649597,0.06410636007785797,0.25665491819381714,0.06900098919868469,-0.09509511291980743,0.06898795068264008,0.48984959721565247,0.06899107992649078,0.06898796558380127,0.2629449665546417,-0.6964182257652283,-0.08676560968160629
70899,-0.6901132464408875,-0.3305908441543579,-0.5511218905448914,-1.9691834449768066,0.19308511912822723,-1.9691957235336304,1.1664482355117798,-1.9691905975341797,-1.9691957235336304,-0.5996193289756775,-0.10533943772315979,0.7265809178352356
71415,-0.08214925229549408,0.10429470241069794,-0.3774729371070862,-2.0963141918182373,0.012526854872703552,-2.096315860748291,1.9252980947494507,-2.0963134765625,-2.096315622329712,-0.4889355003833771,-0.031523559242486954,1.7567955255508423
73463,-0.08388815820217133,0.9283374547958374,-0.4026711583137512,-2.5464563369750977,-0.20158548653125763,-2.54642391204834,1.3802374601364136,-2.546434164047241,-2.54642391204834,-0.6538222432136536,-0.46843841671943665,2.8435916900634766
74112,1.233000636100769,1.3829141855239868,-0.17500337958335876,-0.18079808354377747,-0.31339484453201294,-0.18077467381954193,0.955112099647522,-0.180785670876503,-0.1807747781276703,-0.4305654466152191,0.13133463263511658,1.189873456954956
74780,1.7783536911010742,2.9124631881713867,-1.8910435438156128,-0.599043607711792,1.3990751504898071,-0.5989686250686646,1.6689552068710327,-0.5989983081817627,-0.5989686250686646,-1.5612883567810059,0.3569658100605011,2.8489155769348145
76361,0.5384477972984314,0.299108624458313,-0.22159819304943085,-2.029416561126709,-0.3654332756996155,-2.029413938522339,1.8833420276641846,-2.0294132232666016,-2.029413938522339,-0.5271167159080505,-1.3391004800796509,2.101773500442505
78333,-2.0585129261016846,-0.3325222134590149,-1.1926881074905396,-2.2384870052337646,-0.5481112003326416,-2.2384955883026123,1.0307896137237549,-2.238492965698242,-2.2384955883026123,-1.8906234502792358,0.7016884684562683,0.435712993144989
80951,-1.2531815767288208,0.2447798103094101,-1.215817928314209,-2.2768235206604004,-0.16412557661533356,-2.2768189907073975,1.7887474298477173,-2.2768211364746094,-2.2768189907073975,-1.6806280612945557,0.5333020687103271,1.0195345878601074
82659,-0.786178469657898,0.6545730829238892,-1.3703182935714722,-2.6080498695373535,-0.25862711668014526,-2.6080315113067627,1.6496673822402954,-2.6080384254455566,-2.6080315113067627,-1.9369677305221558,1.8979779481887817,1.9167999029159546
82958,0.6569426655769348,1.472948431968689,0.3771214485168457,-0.4475795030593872,-0.3081595301628113,-0.44754278659820557,0.10496537387371063,-0.4475581645965576,-0.44754287600517273,0.2818547785282135,1.1165026426315308,1.3648473024368286
83804,-0.07184557616710663,0.7298083305358887,-0.06916429102420807,0.1585361361503601,0.011854872107505798,0.15855780243873596,0.9552856683731079,0.1585492640733719,0.1585577428340912,-0.0913463830947876,0.6949719190597534,1.1157876253128052
86225,-0.6991376280784607,-0.051662545651197433,-1.771291732788086,-1.8917531967163086,1.6479986906051636,-1.891769289970398,2.8330795764923096,-1.8917648792266846,-1.891769528388977,-1.2548998594284058,-0.183819979429245,0.6484813094139099
88328,0.5385497808456421,0.8893250226974487,-0.45841163396835327,-2.058259963989258,1.460361361503601,-2.0582516193389893,2.2125892639160156,-2.058255910873413,-2.05825138092041,0.3163577616214752,-0.7390800714492798,1.7962212562561035
90417,0.6891165375709534,1.2603553533554077,-0.274200975894928,-2.1365773677825928,0.535261869430542,-2.1365554332733154,2.035191059112549,-2.1365647315979004,-2.1365554332733154,-0.026689406484365463,-0.5205078125,2.0177295207977295
92113,0.9390231966972351,-0.5788471698760986,0.2516385316848755,0.8160694241523743,0.3322675824165344,0.8160461783409119,0.5833837985992432,0.8160544037818909,0.8160461187362671,0.5244064331054688,-1.453797698020935,-0.5689451694488525
93212,-1.4962778091430664,0.45268988609313965,-1.4927884340286255,-2.535418748855591,0.352666974067688,-2.535410165786743,2.3417887687683105,-2.535414695739746,-2.5354104042053223,-1.7141460180282593,1.328264832496643,1.423870325088501
93827,-1.2690327167510986,0.01935182884335518,-1.2796940803527832,-2.407189130783081,0.046651944518089294,-2.40718674659729,1.3615052700042725,-2.407186985015869,-2.407186508178711,-1.629651665687561,1.26741623878479,1.217160701751709
94808,-1.6445473432540894,-0.7714635133743286,-1.0411419868469238,-2.264007091522217,0.10171543061733246,-2.2640202045440674,0.8549796342849731,-2.2640130519866943,-2.2640202045440674,-1.2844029664993286,1.1969300508499146,0.6877577900886536
95693,-0.3540179133415222,1.1784409284591675,-0.8106854557991028,-2.1791725158691406,0.6322868466377258,-2.1791374683380127,2.9298951625823975,-2.179149627685547,-2.1791374683380127,-0.6569468379020691,-0.4001283347606659,3.165290117263794
97466,1.2422038316726685,1.8320643901824951,-1.4517498016357422,-0.17358219623565674,2.134342670440674,-0.17354170978069305,0.5020776987075806,-0.1735600084066391,-0.17354169487953186,-0.5363801717758179,0.6860572695732117,0.6820667386054993
99991,-0.03409777581691742,1.1067312955856323,-1.1974210739135742,-2.2642645835876465,0.5685139894485474,-2.264254093170166,2.5013511180877686,-2.2642617225646973,-2.264253854751587,-1.1976618766784668,1.3536183834075928,1.1894757747650146
100245,-1.5009267330169678,-0.22484005987644196,-0.614449679851532,-1.9718782901763916,-0.30416297912597656,-1.9718741178512573,2.73866605758667,-1.9718732833862305,-1.9718741178512573,-0.9995540380477905,1.8692859411239624,2.433225631713867
100375,0.9533693194389343,0.4909645915031433,0.098024383187294,0.2659401297569275,0.569860577583313,0.26595842838287354,1.1492278575897217,0.2659528851509094,0.26595836877822876,0.47499194741249084,-0.9455998539924622,1.589409589767456
100982,1.0311087369918823,0.46449190378189087,-0.07536858320236206,0.0655190646648407,0.47107475996017456,0.06551092863082886,1.542933702468872,0.06551200151443481,0.06551098823547363,0.1882147192955017,-0.5795573592185974,0.6311434507369995
101020,0.7815558314323425,-0.6406391859054565,0.05784079432487488,0.8000360131263733,0.5663802027702332,0.8000123500823975,0.6934183239936829,0.8000209331512451,0.8000123500823975,0.42177143692970276,-1.4314720630645752,-0.5174404978752136
102107,-0.6434434652328491,-0.11275096237659454,-1.0999633073806763,-1.9297432899475098,1.1027278900146484,-1.9297620058059692,2.9184491634368896,-1.9297568798065186,-1.9297620058059692,-0.738028883934021,-0.8834357857704163,0.8333734273910522
106817,-1.788008689880371,-0.6740253567695618,-0.6580347418785095,-2.0324137210845947,-0.4931977391242981,-2.032425880432129,0.5343586802482605,-2.0324206352233887,-2.032425880432129,-1.1695505380630493,0.6052065491676331,0.3240707516670227
108472,-0.32231104373931885,0.7668378353118896,-0.5043811202049255,-2.0003199577331543,-0.06960739195346832,-2.00028657913208,2.5057783126831055,-2.000295639038086,-2.00028657913208,-0.7040378451347351,-0.10403254628181458,3.1569128036499023
